name,full_name,position,price
Ehsan Haddad,Ehsan Nabil Farhan Haddad,Defender,3.5
Saed Al Rosan,Saed Ahmad Salameh Al Rosan,Defender,3.5
Anas Badawi,Anas Saeed Badawi,Defender,3.5
Raja'ei Ayed,Raja'ei Ayed Fadel Hasan,Midfielder,4.5
Ali Olwan,Ali Iyad Ali Olwan,Forward,4.2
Lee Gi-Hyuk,Gi-Hyuk Lee,Defender,4.5
Hwang In-Beom,In-Beom Hwang,Midfielder,5.8
Lee Dong-Gyeong,Dong-Gyeong Lee,Midfielder,4.9
Talbi,Montassar Talbi,Defender,3.9
Bronn,Dylan Bronn,Defender,3.6
Valery,Yan Valery,Defender,3.9
Achouri,Elias Achouri,Midfielder,4.8
Mejbri,Hannibal Mejbri,Midfielder,4.8
Kalulu,Gédéon Kalulu,Defender,3.9
Kakuta,Gaël Kakuta,Midfielder,4.6
Obispo,Armando Obispo,Defender,3.7
Fonville,Deveron Fonville,Defender,3.7
Locadia,Jürgen Locadia,Forward,4.1
Cheshmi,Roozbeh Cheshmi,Midfielder,4.8
Jalal Hassan,Jalal Hassan Hachim,Goalkeeper,3.9
Mustafa Saadoon,Mustafa Saadoon Abbood Al Korji,Defender,3.6
Ahmed Qasem,Ahmed Ihab Ahmed,Midfielder,4.4
Diogo Costa,Diogo Meireles da Costa,Goalkeeper,4.9
Rúben Dias,Rúben dos Santos Gato Alves Dias,Defender,5
Nélson Semedo,Nélson Cabral Semedo,Defender,4.3
Bernardo Silva,Bernardo Mota Veiga de Carvalho e Silva,Midfielder,7.8
Cristiano Ronaldo,Cristiano Ronaldo dos Santos Aveiro,Forward,10
Rafael Leão,Rafael Alexandre da Conceição Leão,Midfielder,7.8
Gordon,Craig Gordon,Goalkeeper,3.5
Hickey,Aaron Hickey,Defender,4.3
Gannon-Doak,Ben Gannon-Doak,Midfielder,4.9
Stewart,Ross Stewart,Forward,5.4
Shankland,Lawrence Shankland,Forward,5.5
Fassnacht,Christian Fassnacht,Midfielder,6.1
Amdouni,Zeki Amdouni,Forward,4.9
Itten,Cedric Itten,Forward,5.4
Söyüncü,Çaglar Söyüncü,Defender,4.4
Uzun,Can Uzun,Midfielder,5.3
Tshibola,Aaron Tshibola,Midfielder,4.9
Karim Hafez,Karim Hafez Ramadan Seif El Din,Defender,3.9
Nabil Emad Dunga,Nabil Emad Aly El Mahdy,Midfielder,4.3
Mostafa Zico,Mostafa Mohamed Zaki Abdelraouf,Midfielder,4.2
Hamza Abdelkarim,Hamza Mohamed Abdelkarim Elsayed Selim,Forward,4.3
Mohamed Salah,Mohamed Salah Hamed Mahrous Ghaly,Midfielder,10
Neuer,Manuel Neuer,Goalkeeper,5
Amiri,Nadiem Amiri,Midfielder,6.3
Musiala,Jamal Musiala,Midfielder,8
Nmecha,Felix Nmecha,Midfielder,5.6
Pavlovic,Aleksandar Pavlovic,Midfielder,5.5
Leweling,Jamie Leweling,Midfielder,6.4
Beier,Maximilian Beier,Forward,6.5
Cubas,Andrés Cubas,Midfielder,4.7
El Kajoui,Munir El Kajoui,Goalkeeper,4
Belammari,Youssef Belammari,Defender,3.6
Bouaddi,Ayyoub Bouaddi,Midfielder,5.5
Amaimouni-Echghouyab,Ayoube Amaimouni-Echghouyab,Forward,4.3
Tangvik,Sander Tangvik,Goalkeeper,3.5
Aasgaard,Thelo Aasgaard,Midfielder,5.5
Aursnes,Fredrik Aursnes,Midfielder,6.5
Ødegaard,Martin Ødegaard,Midfielder,7.7
Pitta,Isidro Pitta,Forward,5.9
Sapoko Ndiaye,Bara Sapoko Ndiaye,Midfielder,4.5
Mané,Sadio Mané,Midfielder,7.6
Chaine,Sipho Chaine,Goalkeeper,3.7
Makhanya,Olwethu Makhanya,Defender,3.5
Cross,Bradley Cross,Defender,3.6
Sebelebele,Kamogelo Sebelebele,Midfielder,4.5
Rayners,Iqraam Rayners,Midfielder,5.3
Quansah,Jarell Quansah,Defender,4.4
James,Reece James,Defender,5.2
Eze,Eberechi Eze,Midfielder,8
Watkins,Ollie Watkins,Forward,7.9
Toney,Ivan Toney,Forward,7.5
Langås,Sondre Langås,Defender,4
Angulo,Nilson Angulo,Midfielder,6
Hassan Al Tambakti,Hassan bin Mohammed bin Osama Al Tambakti,Defender,4.5
Jehad Thikri,Jehad bin Abdullatif bin Ahmed Thikri,Defender,4
Moteb Al Harbi,Moteb bin Saad bin Salim Al Naqi Al Harbi,Defender,4.1
Salem Al Dawsari,Salem bin Mohammed bin Shafi Al Dawsari,Midfielder,7.2
Alaa Al Hejji,Alaa bin Mohsen bin Ahmed Al Hejji,Midfielder,5
Nasser Al Dawsari,Nasser bin Essa bin Shafi Al Shardan Al Dawsari,Midfielder,5.2
Mohammed Abu Al Shamat,Mohammed bin Waheeb bin Saeed Abu Al Shamat,Midfielder,5.5
Davies,Alphonso Davies,Defender,4.9
Johnston,Alistair Johnston,Defender,4
Bombito,Moïse Bombito,Defender,4.1
Jones,Alfie Jones,Defender,3.8
Eustaquio,Stephen Eustaquio,Midfielder,5
Shaffelburg,Jacob Shaffelburg,Midfielder,5.2
Promise David,Promise David,Forward,5.4
Zigi,Lawrence Ati Zigi,Goalkeeper,4
Anang,Joseph Anang,Goalkeeper,3.6
Baba,Abdul Baba,Defender,3.9
Seidu,Alidu Seidu,Defender,3.9
Peprah Oppong,Kojo Peprah Oppong,Defender,3.5
Adjetey,Jonas Adjetey,Defender,3.5
Mumin,Abdul Mumin,Defender,3.7
Senaya,Marvin Senaya,Defender,3.5
Opoku,Jerome Opoku,Defender,3.8
Mensah,Gideon Mensah,Defender,3.9
Yirenkyi,Caleb Yirenkyi,Midfielder,4.7
Partey,Thomas Partey,Midfielder,6.2
Owusu,Elisha Owusu,Midfielder,5.3
Sibo,Kwasi Sibo,Midfielder,4.7
Ayew,Jordan Ayew,Forward,5.3
Iñaki Williams,Iñaki Williams,Forward,5.9
Nuamah,Ernest Nuamah,Midfielder,5
Adu,Prince Adu,Forward,4
Fatawu,Abdul Fatawu,Forward,6.4
Bonsu Baah,Christopher Bonsu Baah,Forward,4.5
Semenyo,Antoine Semenyo,Forward,7.2
Thomas-Asante,Brandon Thomas-Asante,Forward,5.1
Sulemana,Kamaldeen Sulemana,Forward,5.1
Eric García,Eric García,Defender,4.5
Pubill,Marc Pubill,Defender,4.2
Merino,Mikel Merino,Midfielder,6.2
Ruiz,Fabián Ruiz,Midfielder,6.8
Gavi,Pablo Páez Gavira,Midfielder,6.5
Williams,Nico Williams,Midfielder,7.8
Souttar,Harry Souttar,Defender,4.1
Devlin,Cameron Devlin,Midfielder,4.7
Irvine,Jackson Irvine,Midfielder,5.6
Leckie,Mathew Leckie,Midfielder,4.7
Mohamed Touré,Mohamed Touré,Forward,5
Yengi,Tete Yengi,Forward,4.3
Tagnaouti,Ahmed Tagnaouti,Goalkeeper,3.5
Bounou,Yassine Bounou,Goalkeeper,4.7
Aguerd,Nayef Aguerd,Defender,4.3
Hakimi,Achraf Hakimi,Defender,6
Riad,Chadi Riad,Defender,3.9
Mazraoui,Noussair Mazraoui,Defender,4.4
Halhal,Redouane Halhal,Defender,3.5
Diop,Issa Diop,Defender,4.5
El Ouahdi,Zakaria El Ouahdi,Defender,4.1
Amrabat,Sofyan Amrabat,Midfielder,5.9
El Aynaoui,Neil El Aynaoui,Midfielder,5.6
Díaz,Brahim Díaz,Midfielder,6.4
Ounahi,Azzedine Ounahi,Midfielder,6.2
El Khannouss,Bilal El Khannouss,Midfielder,6.2
Rahimi,Soufiane Rahimi,Forward,5.6
Ezzalzouli,Abde Ezzalzouli,Forward,5.3
Talbi,Chemsdine Talbi,Forward,4.4
Escobar,Fidel Escobar,Defender,3.8
Fariña,Edgardo Fariña,Defender,3.9
Quintero,Alberto Quintero,Forward,4.2
Londoño,Azarías Londoño,Forward,4.4
Tomás Rodríguez,Tomás Rodríguez,Forward,4.5
Dest,Sergiño Dest,Defender,4.3
Miles Robinson,Miles Robinson,Defender,4
Adams,Tyler Adams,Midfielder,5.3
Wright,Haji Wright,Forward,5.3
Zendejas,Álex Zendejas,Midfielder,5.5
Roefs,Robin Roefs,Goalkeeper,4.6
Timber,Jurriën Timber,Defender,5.2
Til,Guus Til,Midfielder,4.9
Wieffer,Mats Wieffer,Midfielder,4.8
de Jong,Frenkie de Jong,Midfielder,7
de Roon,Marten de Roon,Midfielder,5.1
Kluivert,Justin Kluivert,Midfielder,6.5
Depay,Memphis Depay,Forward,7.4
Summerville,Crysencio Summerville,Midfielder,5.3
Benbot,Oussama Benbot,Goalkeeper,4.2
Chergui,Samir Chergui,Defender,4
Tougaï,Mohamed Tougaï,Defender,4
Bentaleb,Nabil Bentaleb,Midfielder,5.5
Volpato,Cristian Volpato,Midfielder,6
Opéri,Christopher Opéri,Defender,4
Hincapié,Piero Hincapié,Defender,4.7
Pacho,Willian Pacho,Defender,4.4
Tyler Fletcher,Tyler Fletcher,Midfielder,4.7
Johansson,Herman Johansson,Midfielder,4.4
Piquerez,Joaquín Piquerez,Defender,4.5
Bentancur,Rodrigo Bentancur,Midfielder,6
Zalazar,Rodrigo Zalazar,Midfielder,6
Hadjam,Jaouen Hadjam,Defender,3.8
Jurkas,Mladen Jurkas,Goalkeeper,3.5
Luckassen,Derrick Luckassen,Defender,3.7
Moghanlou,Shahriyar Moghanlou,Forward,4.7
Cho Wi-Je,Wi-Je Cho,Defender,3.7
Ouédraogo,Assan Ouédraogo,Midfielder,4.5
